iyear,imonth,iday,extended,region,provstate,city,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,targtype1,targsubtype1,corp1,target1,natlty1,guncertain1,nperps,nperpcap,claimed,claimmode,compclaim,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,ishostkid,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,gname
2012,6,14,0,6,0,0,0,1,1,1,0,1,0,1,3,7,0,0,0,422,0,2,2,0,10,0,6,15,0,0,0,0,0,0,0,4,0,0,1,1,1,5
2014,5,11,0,6,0,0,0,1,1,1,0,0,1,1,3,4,37,0,0,422,0,1,0,1,8,0,6,15,6,0,1,35,0,0,1,4,0,0,1,1,1,5
2013,11,11,0,11,0,0,0,1,1,0,1,0,1,0,2,4,27,0,0,182,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,0,0,0,0,4
2013,3,5,0,3,0,0,0,1,1,1,0,1,1,0,3,1,1,0,0,45,0,-99,0,0,10,0,6,15,0,0,0,0,0,0,1,3,0,0,0,0,0,7
2013,10,10,0,10,0,0,0,1,1,1,0,0,1,0,1,2,20,0,0,228,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,1,0,1,12
2011,1,12,0,3,0,0,0,1,1,1,0,1,1,0,3,10,55,0,0,158,1,-99,0,0,10,0,6,17,0,0,0,0,0,0,1,3,0,0,0,0,0,15
2014,8,13,1,6,0,0,0,1,1,1,0,0,1,0,6,2,14,0,0,4,0,-99,0,1,4,0,5,5,2,0,0,0,0,0,0,4,1,0,0,0,0,5
2014,4,2,0,6,0,0,0,1,1,1,0,0,1,0,9,20,0,0,0,0,0,-99,0,0,10,0,13,0,4,0,4,0,0,0,0,4,0,0,1,1,1,5
2014,4,22,0,6,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,153,0,-99,0,1,2,0,6,12,0,0,0,3,0,0,1,3,0,0,0,0,0,14
2012,9,17,0,11,0,0,0,1,1,1,0,0,1,0,1,3,26,0,0,147,1,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,1
2012,10,24,0,10,0,0,0,1,1,1,0,0,1,0,3,14,77,0,0,205,0,-99,0,1,8,0,6,11,0,0,0,3,0,0,0,4,0,1,1,1,1,79
2014,7,7,0,6,0,0,0,1,1,0,1,0,1,1,3,4,35,0,0,4,0,4,0,0,10,0,6,13,1,0,1,3,0,0,1,3,0,0,0,0,0,5
2012,4,1,0,11,0,0,0,1,1,0,1,0,1,0,2,4,27,0,0,422,0,-99,0,1,9,0,6,11,2,0,2,0,0,0,-9,4,0,0,1,1,1,4
2014,11,19,0,6,0,0,0,1,1,1,0,0,1,1,3,13,66,0,0,422,0,4,0,1,2,0,6,15,4,0,4,3,0,0,1,3,0,0,1,1,1,5
2012,8,1,0,6,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,4,1,-99,0,0,10,0,6,8,3,0,0,0,0,0,1,3,0,0,0,0,0,5
2013,5,3,0,10,0,0,0,1,1,1,0,0,0,1,3,19,101,0,0,6,0,1,1,0,10,0,6,13,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,9
2011,6,6,0,9,0,0,0,1,1,1,0,0,1,0,9,12,61,0,0,167,1,-99,0,0,10,0,13,0,0,0,0,1,0,0,0,4,0,-9,-9,0,-9,0
2012,3,31,0,6,0,0,0,1,1,1,0,0,1,0,3,2,18,0,0,4,0,-99,0,1,8,0,6,16,0,0,0,2,0,0,1,3,0,0,0,0,0,5
2014,4,7,0,10,0,0,0,1,1,1,0,0,1,0,3,2,20,0,0,200,0,-99,0,1,7,0,6,11,0,0,0,0,0,0,1,3,0,0,0,0,0,105
2012,4,25,0,11,0,0,0,1,1,1,0,1,1,0,3,3,22,0,0,147,1,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,0,0,0,0,1
2013,12,26,0,10,0,0,1,1,1,1,0,0,1,0,3,17,94,0,0,94,0,-99,0,1,8,0,6,11,3,0,0,50,0,0,1,3,0,0,1,1,1,0
2014,6,21,0,9,0,0,0,1,1,1,0,0,1,0,5,1,10,0,0,214,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,1,4,1,-9,-9,0,-9,112
2012,11,20,0,10,0,0,0,1,1,1,0,0,1,0,2,14,77,0,0,155,0,-99,0,1,8,0,5,5,6,0,0,0,0,0,0,4,0,0,0,0,0,79
2012,6,9,0,6,0,0,0,1,1,1,0,1,1,0,7,2,21,0,0,92,0,-99,0,1,5,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,6
2014,3,29,0,6,0,0,0,1,1,1,0,0,0,0,1,10,55,0,0,153,0,6,6,1,8,0,5,2,1,0,0,1,0,0,1,3,0,-9,-9,0,-9,20
2011,11,24,0,6,0,0,0,1,1,1,0,0,1,0,9,3,23,0,0,4,0,-99,0,1,10,0,13,0,1,0,0,4,0,0,1,3,0,0,0,0,0,5
2014,5,23,0,11,0,0,0,1,1,1,0,1,1,0,2,14,75,0,0,147,0,-99,0,0,10,0,5,5,25,0,0,0,0,0,1,3,0,0,0,0,0,1
2012,2,1,0,3,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,45,1,-99,0,0,10,0,6,15,9,0,0,70,0,0,1,4,0,0,0,0,0,7
2012,7,21,0,7,0,0,0,1,1,1,0,0,1,0,1,2,20,0,0,202,0,-99,0,0,10,0,9,23,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,7,20,0,6,0,0,0,1,1,1,0,0,1,0,7,1,12,0,0,92,0,25,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,52
2014,4,7,0,3,0,0,0,1,1,1,0,0,1,0,1,3,25,0,0,45,0,-99,0,0,10,0,6,16,1,0,0,1,0,0,0,4,0,0,0,0,0,7
2013,4,9,0,8,0,0,0,1,1,1,0,0,0,0,3,10,53,0,0,98,0,-99,0,1,10,0,6,9,0,0,0,0,0,0,0,4,0,0,1,0,1,38
2014,4,15,0,5,0,0,0,1,1,1,0,0,1,0,2,3,22,0,0,160,0,5,0,0,10,0,6,11,0,0,0,0,0,0,-9,4,0,0,0,0,0,3
2014,2,28,0,10,0,0,0,1,1,1,0,0,1,0,3,14,75,0,0,110,0,-99,0,1,10,0,6,11,0,0,0,1,0,0,1,3,0,-9,-9,0,-9,99
2013,4,2,0,6,0,0,0,1,1,0,1,0,1,0,3,4,35,0,0,4,0,-99,0,1,2,0,6,8,4,0,0,1,0,0,1,4,0,0,0,0,0,5
2014,7,3,0,9,0,0,0,1,1,0,1,0,1,0,3,4,36,0,0,214,0,-99,0,1,7,0,6,11,0,0,0,0,0,0,1,4,0,-9,-9,0,-9,112
2014,2,14,0,6,0,0,0,1,1,1,0,0,1,0,9,3,24,0,0,4,0,-99,0,1,8,0,13,0,3,0,0,0,0,0,1,3,0,0,0,0,0,5
2014,11,8,0,6,0,0,0,1,1,1,0,0,1,0,3,20,0,0,0,0,0,4,0,0,10,0,6,16,3,0,3,1,0,1,0,4,0,0,1,1,1,5
2014,10,12,0,5,0,0,0,1,1,1,0,1,1,0,6,8,49,0,0,205,0,-99,0,0,10,0,8,20,0,0,0,0,0,0,1,3,1,-9,-9,0,-9,57
2014,9,22,0,6,0,0,0,1,1,1,0,0,1,0,2,3,22,0,0,4,0,-99,0,1,7,0,5,5,3,0,0,3,0,0,0,4,0,0,0,0,0,5
2014,9,6,0,6,0,0,0,1,1,1,0,0,1,0,3,20,0,0,0,0,0,5,0,0,10,0,6,16,2,0,2,3,0,3,0,4,0,0,1,1,1,5
2014,3,22,0,10,0,0,0,1,1,1,0,0,1,0,3,21,108,0,0,228,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,4,0,-9,-9,0,-9,64
2012,5,14,0,6,0,0,0,1,1,1,0,0,1,0,3,4,29,0,0,153,0,-99,0,1,2,0,6,15,6,0,0,58,0,0,1,3,0,0,0,0,0,14
2014,11,17,0,10,0,0,0,1,1,1,0,0,0,0,4,2,15,0,0,113,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2013,12,11,0,11,0,0,0,1,1,1,0,1,1,0,3,2,14,0,0,182,0,-99,0,0,10,0,6,7,0,0,0,0,0,0,-9,4,0,0,0,0,0,4
2012,7,17,0,6,0,0,0,1,1,0,1,0,1,0,3,4,27,0,0,153,1,-99,0,0,10,0,6,11,5,0,5,0,0,0,0,4,0,0,0,0,0,2
2012,4,24,0,11,0,0,0,1,1,1,0,0,1,0,2,3,25,0,0,147,1,3,0,0,10,0,5,5,5,0,0,0,0,0,1,3,0,0,0,0,0,1
2014,7,18,0,10,0,0,0,1,1,0,1,0,1,0,3,4,34,0,0,97,0,-99,0,0,10,0,6,17,0,0,0,0,0,0,0,4,0,0,0,0,0,79
2012,5,14,1,6,0,0,0,1,1,1,0,0,1,0,6,22,109,0,0,92,0,-99,0,0,10,0,13,0,1,0,0,0,0,0,0,4,1,-9,-9,0,-9,52
2012,11,19,0,11,0,0,0,1,1,0,1,0,1,0,2,4,34,0,0,104,1,4,0,0,10,0,5,3,3,0,0,0,0,0,0,4,0,1,1,0,1,4
2013,1,25,1,3,0,0,0,1,1,1,0,0,1,0,6,3,25,0,0,45,0,-99,0,1,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7
2014,1,2,0,5,0,0,0,1,1,1,0,0,1,0,3,15,86,0,0,205,0,-99,0,0,10,0,6,16,0,0,0,1,0,0,-9,4,0,-9,-9,0,-9,57
2012,8,4,1,10,0,0,0,1,1,1,0,0,1,0,6,14,69,0,0,200,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,0,0,0,0,56
2012,11,25,0,11,0,0,0,1,1,1,0,0,1,0,3,14,74,0,0,182,1,-99,0,0,10,0,6,16,4,0,0,0,0,0,-9,4,0,0,0,0,0,4
2014,12,30,0,6,0,0,0,1,1,1,0,1,1,0,7,8,49,0,0,153,0,-99,0,0,10,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2
2011,5,11,0,11,0,0,1,1,1,1,0,0,1,0,3,1,4,0,0,0,1,-99,0,0,10,0,6,8,0,0,0,2,0,0,1,3,0,1,1,1,1,0
2011,10,18,0,6,0,0,0,1,1,1,0,0,1,0,2,3,25,0,0,92,1,-99,1,0,10,0,5,5,1,0,1,1,0,1,0,4,0,0,0,0,0,35
2014,2,18,0,10,0,0,0,1,1,1,0,1,1,0,3,14,75,0,0,110,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2011,12,25,0,11,0,0,0,1,1,1,0,1,0,0,3,20,0,0,0,147,0,-99,0,1,2,0,6,16,0,0,0,0,0,0,0,4,0,0,0,0,0,1
2014,9,25,0,10,0,0,1,1,1,1,0,0,1,0,3,20,0,0,0,95,0,2,0,0,10,0,6,16,2,0,2,0,0,0,0,4,0,-9,-9,0,-9,99
2014,1,14,0,6,0,0,0,1,1,1,0,0,1,0,2,2,20,0,0,153,0,-99,0,1,7,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,2
2013,1,17,0,6,0,0,0,1,1,1,0,0,1,0,1,2,15,0,0,153,0,-99,0,1,2,0,5,5,4,0,0,0,0,0,1,3,0,0,0,0,0,2
2013,5,20,0,1,0,0,0,0,1,1,1,1,0,0,8,2,15,0,0,217,0,1,1,1,8,0,1,0,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,8
2014,4,23,0,6,0,0,0,1,1,0,1,0,1,0,3,4,34,0,0,4,0,-99,0,1,7,0,6,8,1,0,0,0,0,0,0,4,0,0,0,0,0,5
2014,8,25,0,10,0,0,0,1,1,1,0,0,1,0,1,22,109,0,0,228,0,-99,0,0,10,0,5,5,1,0,0,1,0,0,0,4,0,0,0,0,0,98
2013,9,30,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,9,0,0,25,0,0,0,4,0,-9,-9,0,-9,99
2014,6,28,0,11,0,0,0,1,1,1,0,0,1,0,3,4,27,0,0,422,0,-99,0,0,10,0,6,11,1,0,0,8,0,0,1,3,0,0,1,1,1,4
2013,11,13,0,6,0,0,0,1,1,1,0,0,0,0,1,22,109,0,0,141,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,0,4,0,0,0,0,0,97
2013,5,27,0,10,0,0,0,1,1,1,0,1,1,0,3,14,75,0,0,95,1,-99,0,0,10,0,6,15,2,0,0,9,0,0,-9,4,0,-9,-9,0,-9,99
2011,9,25,0,6,0,0,0,1,1,1,0,0,1,0,2,7,46,0,0,217,0,1,0,1,10,0,5,5,2,1,1,1,1,0,-9,4,0,0,1,1,1,5
2014,7,23,0,11,0,0,0,1,1,1,0,1,1,1,1,15,85,0,0,147,0,2,1,0,10,0,6,15,26,0,1,14,0,0,1,3,0,0,0,0,0,1
2014,6,25,0,3,0,0,0,1,1,1,0,1,1,0,3,20,0,0,0,45,0,-99,0,0,10,0,6,17,0,0,0,0,0,0,1,3,0,0,0,0,0,7
2013,2,17,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,3,0,0,10,0,0,-9,4,0,0,0,0,0,17
2014,12,21,0,9,0,0,0,1,1,0,1,1,1,0,2,4,27,0,0,214,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,-9,-9,0,-9,112
2014,1,12,0,6,0,0,0,1,1,1,0,1,1,0,7,15,86,0,0,186,0,24,0,0,10,0,13,0,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,0
2014,6,20,0,9,0,0,0,1,1,0,1,1,1,0,2,4,27,0,0,214,0,-99,0,0,10,0,6,11,0,0,0,1,0,0,-9,4,0,-9,-9,0,-9,112
2014,7,21,0,6,0,0,1,1,1,1,0,0,1,0,2,1,1,0,0,153,0,-99,0,1,2,0,5,5,1,0,0,0,0,0,1,3,0,0,0,0,0,55
2014,9,8,0,3,0,0,0,1,1,1,0,0,1,0,3,1,2,0,0,43,0,3,0,1,7,0,6,17,0,0,0,14,0,0,1,3,0,1,1,0,1,0
2014,6,11,0,11,0,0,0,1,1,1,0,0,1,0,2,3,22,0,0,147,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,1,3,0,0,0,0,0,1
2013,11,26,0,11,0,0,0,1,1,1,0,1,1,0,2,14,75,0,0,147,1,-99,0,0,10,0,5,5,8,0,0,0,0,0,-9,4,0,-9,-9,0,-9,81
2012,10,9,0,11,0,0,0,1,1,0,1,0,0,0,9,4,29,0,0,422,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,1,3,0,0,1,1,1,4
2012,6,13,0,6,0,0,0,1,1,0,1,0,1,0,3,4,37,0,0,422,0,-99,0,1,10,0,6,16,1,1,0,0,0,0,0,4,0,0,1,1,1,5
2014,3,11,0,11,0,0,1,1,1,0,1,1,1,0,2,4,27,0,0,34,0,-99,0,1,10,0,6,7,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,0
2011,7,28,1,6,0,0,0,1,1,1,0,0,1,0,6,14,67,0,0,92,1,-99,0,0,10,0,9,22,0,0,0,2,0,0,-9,4,1,0,0,0,0,32
2014,12,21,0,6,0,0,0,1,1,1,0,0,1,0,3,21,106,0,0,153,0,-99,0,1,2,0,6,16,0,0,0,0,0,0,1,4,0,0,0,0,0,14
2014,9,23,0,10,0,0,0,1,1,1,0,1,1,0,3,3,25,0,0,95,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2012,1,16,0,11,0,0,0,1,0,1,1,0,1,0,3,17,94,0,0,182,1,-99,0,0,10,0,6,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2013,10,23,0,10,0,0,1,1,1,1,0,0,1,0,3,4,34,0,0,95,0,5,5,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2012,9,6,0,11,0,0,0,1,1,1,0,0,1,0,7,2,18,0,0,147,1,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,1
2014,7,14,0,10,0,0,0,1,1,1,0,1,1,0,3,14,76,0,0,95,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2014,9,16,0,10,0,0,0,1,1,1,0,1,1,0,7,8,49,0,0,209,0,-99,0,0,10,0,8,20,0,0,0,0,0,0,1,3,0,0,0,0,0,28
2014,9,18,0,6,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,4,0,2,0,1,8,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,5
2011,1,6,0,5,0,0,0,1,1,1,0,0,1,0,2,2,18,0,0,160,1,1,0,0,10,0,5,5,0,0,0,1,0,0,0,4,0,0,0,0,0,10
2012,2,10,0,6,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,4,1,-99,0,0,10,0,6,8,5,0,0,1,0,0,1,3,0,0,0,0,0,5
2013,10,31,0,10,0,0,0,1,1,0,1,0,0,0,2,4,36,0,0,228,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,98
2011,5,2,0,6,0,0,0,1,1,1,0,0,0,0,3,14,84,0,0,92,0,-99,0,1,9,0,6,7,0,0,0,0,0,0,0,4,0,0,0,0,0,18
2013,8,26,0,6,0,0,0,1,1,1,0,0,1,0,3,4,37,0,0,422,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,0,4,0,0,1,1,1,5
2013,12,4,0,5,0,0,0,1,1,1,0,0,1,0,9,14,67,0,0,160,0,-99,0,0,10,0,13,0,0,0,0,4,0,3,0,4,0,0,0,0,0,3
2012,12,10,0,6,0,0,0,1,1,1,0,0,1,0,3,14,84,0,0,153,0,-99,0,1,2,0,6,7,0,0,0,7,0,0,-9,4,0,0,0,0,0,2
2011,1,4,0,6,0,0,0,1,1,1,0,0,0,0,3,19,103,0,0,92,1,-99,0,0,10,0,6,8,0,0,0,0,0,0,0,4,0,0,0,0,0,6
2014,5,21,0,6,0,0,0,1,1,1,0,1,1,0,2,3,24,0,0,4,0,-99,0,0,10,0,5,5,4,0,3,0,0,0,0,4,0,0,0,0,0,5
2011,1,16,0,3,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,158,1,-99,0,0,10,0,6,17,0,0,0,4,0,0,1,3,0,0,0,0,0,15
2012,10,8,0,6,0,0,0,1,1,1,0,1,1,1,3,2,20,0,0,4,0,-99,0,1,10,0,6,15,3,0,1,15,0,0,1,3,0,0,0,0,0,5
2013,9,23,0,6,0,0,0,1,1,1,0,0,0,0,2,3,24,0,0,4,0,-99,0,0,10,0,5,5,8,0,8,0,0,0,0,4,0,0,0,0,0,5
2013,12,23,0,6,0,0,0,1,1,0,1,0,1,0,2,4,37,0,0,422,0,-99,0,1,8,0,5,5,1,0,0,0,0,0,0,4,0,0,1,1,1,5
2011,12,9,0,10,0,0,0,1,1,1,0,0,1,0,3,21,108,0,0,228,1,2,0,0,10,0,6,11,0,0,0,0,0,0,1,4,0,0,1,0,1,12
2013,9,12,0,5,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,160,0,3,0,0,10,0,5,3,1,0,0,0,0,0,0,4,0,0,0,0,0,3
2012,2,6,0,11,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,147,1,-99,0,0,10,0,6,16,0,0,0,1,0,0,1,3,0,0,0,0,0,1
2014,6,25,0,11,0,0,0,1,1,0,1,0,1,0,3,4,29,0,0,422,0,-99,0,0,10,0,6,8,3,0,0,7,0,0,1,3,0,0,1,1,1,4
2014,11,13,0,11,0,0,0,1,1,1,0,0,1,0,9,14,67,0,0,147,0,-99,0,0,10,0,13,0,16,0,0,0,0,0,0,4,0,0,0,0,0,1
2014,8,13,0,10,0,0,0,1,1,1,0,1,1,0,3,14,76,0,0,95,0,-99,0,1,7,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2012,7,23,0,10,0,0,0,1,1,1,0,1,1,0,3,14,74,0,0,95,0,-99,0,1,7,0,6,17,0,0,0,11,0,0,-9,4,0,0,0,0,0,17
2012,6,4,0,10,0,0,0,1,1,1,0,1,1,1,3,14,67,0,0,228,0,2,0,0,10,0,6,15,6,0,2,1,0,0,0,4,0,0,1,0,1,12
2014,10,2,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,4,0,-99,0,0,10,0,6,29,1,0,0,2,0,0,1,4,0,0,0,0,0,5
2014,9,24,0,10,0,0,0,1,1,1,0,0,1,0,3,15,86,0,0,95,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2012,8,11,1,6,0,0,0,1,1,1,0,0,1,0,6,17,94,0,0,153,0,-99,0,0,10,0,5,5,3,0,0,0,0,0,1,4,1,-9,-9,0,-9,33
2013,7,15,0,10,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,228,0,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,1,0,1,12
2014,4,12,0,6,0,0,0,1,1,1,0,0,1,0,3,8,50,0,0,92,1,-99,0,0,10,0,6,7,0,0,0,0,0,0,1,3,0,0,0,0,0,18
2013,7,23,0,10,0,0,0,1,1,1,0,0,1,0,2,14,73,0,0,200,0,-99,0,1,6,0,6,11,1,0,0,19,0,0,1,3,0,0,0,0,0,0
2014,6,26,1,10,0,0,0,1,1,1,0,1,1,0,6,14,75,0,0,95,0,-99,0,0,10,0,13,0,7,0,0,0,0,0,-9,4,1,-9,-9,0,-9,99
2013,9,10,0,10,0,0,0,1,1,1,0,0,1,0,2,14,69,0,0,200,0,-99,0,1,10,0,5,5,22,0,0,0,0,0,-9,4,0,0,0,0,0,62
2012,6,26,0,11,0,0,0,1,1,1,0,1,1,0,3,3,22,0,0,147,1,-99,0,0,10,0,6,16,4,0,3,0,0,0,1,3,0,0,0,0,0,1
2013,7,4,0,3,0,0,1,1,1,1,0,0,1,0,3,21,108,0,0,45,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,4,0,-9,-9,0,-9,24
2014,11,19,0,6,0,0,0,1,1,1,0,1,1,0,3,9,52,0,0,92,0,25,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,52
2013,12,22,0,6,0,0,0,1,1,0,1,0,1,0,3,4,35,0,0,4,0,-99,0,1,8,0,6,8,1,0,0,2,0,0,0,4,0,0,0,0,0,5
2013,11,19,0,10,0,0,0,1,1,1,0,1,1,1,3,7,46,0,0,94,0,2,0,1,7,0,6,13,14,0,1,75,0,0,1,3,0,0,1,1,1,58
2011,3,24,0,6,0,0,1,1,1,1,0,0,1,0,2,14,77,0,0,92,0,-99,0,1,5,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,6
2014,4,9,0,6,0,0,1,1,1,1,0,0,1,0,3,3,23,0,0,92,0,-99,0,0,10,0,6,17,0,0,0,2,0,0,0,4,0,-9,-9,0,-9,52
2014,12,23,0,10,0,0,1,1,1,1,0,0,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,1,0,0,7,0,0,-9,4,0,-9,-9,0,-9,99
2011,5,16,0,6,0,0,0,1,1,1,1,0,1,0,2,1,5,0,0,92,1,2,0,1,2,0,5,5,1,0,0,1,0,0,0,4,0,0,0,0,0,6
2014,9,6,0,11,0,0,0,1,1,1,0,0,1,0,2,14,75,0,0,147,0,-99,0,0,10,0,5,5,6,0,0,6,0,0,1,3,0,0,0,0,0,0
2012,4,27,0,11,0,0,0,1,1,0,1,0,1,0,9,4,34,0,0,1004,0,-99,3,0,10,0,13,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0
2014,8,4,0,6,0,0,0,1,1,0,1,0,0,0,3,4,27,0,0,4,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,0,4,0,0,1,1,1,5
2014,12,30,0,10,0,0,0,1,1,1,0,1,1,0,3,14,76,0,0,228,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,0,0,0,0,98
2014,5,17,0,11,0,0,0,1,1,1,0,0,1,0,2,14,75,0,0,147,0,-99,0,0,10,0,5,5,40,0,0,0,0,0,1,3,0,0,0,0,0,1
2014,4,6,0,10,0,0,0,1,1,1,0,0,1,0,3,4,34,0,0,200,0,-99,0,0,10,0,6,11,2,0,0,5,0,0,1,3,0,0,0,0,0,56
2011,12,10,0,6,0,0,1,1,1,1,0,0,1,0,2,14,69,0,0,153,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,33
2014,3,3,0,6,0,0,0,1,1,1,0,1,1,0,2,15,87,0,0,153,0,2,0,0,10,0,5,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0
2014,4,15,0,9,0,0,0,1,1,1,0,0,0,0,8,2,20,0,0,214,0,-99,0,0,10,0,9,22,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,112
2014,9,22,1,6,0,0,0,1,1,1,0,0,1,0,6,14,67,0,0,4,0,-99,0,1,10,0,13,0,2,0,0,0,0,0,0,4,1,0,0,0,0,5
2014,11,2,0,11,0,0,0,1,1,0,1,1,1,0,2,4,27,0,0,104,1,6,0,0,10,0,5,5,6,0,6,0,0,0,0,4,0,0,0,0,0,0
2014,3,13,0,6,0,0,0,1,1,1,0,1,1,0,3,14,84,0,0,4,0,-99,0,1,8,0,6,7,0,0,0,0,0,0,1,3,0,0,0,0,0,5
2014,8,17,0,11,0,0,0,1,1,1,0,0,1,0,2,2,18,0,0,182,0,-99,0,0,10,0,5,5,0,0,0,1,0,0,1,3,0,0,0,0,0,4
2014,4,29,0,6,0,0,1,1,1,0,1,0,1,0,3,4,35,0,0,4,0,-99,0,1,7,0,6,8,7,0,0,0,0,0,-9,4,0,0,0,0,0,5
2013,3,1,0,10,0,0,0,1,1,1,0,0,1,0,3,14,74,0,0,95,0,-99,0,0,10,0,6,15,5,0,0,50,0,0,0,4,0,0,0,0,0,17
2013,2,8,0,6,0,0,0,1,1,1,0,0,1,0,3,15,86,0,0,153,0,-99,0,1,10,0,6,12,13,0,0,31,0,0,1,3,0,0,0,0,0,2
2014,10,5,0,9,0,0,1,1,1,1,0,0,1,0,3,3,25,0,0,214,0,-99,0,0,10,0,6,11,0,0,0,2,0,0,-9,4,0,0,0,0,0,0
2014,10,11,0,10,0,0,0,1,1,1,0,1,1,0,2,3,22,0,0,209,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,0,0,0,0,28
2012,8,23,0,6,0,0,0,1,1,1,0,0,1,0,7,4,37,0,0,422,0,-99,0,0,10,0,8,18,3,0,0,1,0,0,1,4,0,0,1,1,1,5
2012,7,18,0,6,0,0,0,1,1,0,1,0,1,1,3,4,36,0,0,4,0,1,0,1,2,0,6,13,4,0,1,4,0,0,0,4,0,0,0,0,0,5
2014,7,6,0,11,0,0,0,1,1,1,0,0,1,0,2,3,25,0,0,182,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,4
2013,11,23,0,8,0,0,0,1,1,1,0,0,1,0,4,3,22,0,0,233,1,2,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,1,1,65
2014,4,13,0,11,0,0,0,1,1,1,0,0,1,0,2,14,75,0,0,147,0,-99,0,0,10,0,6,11,8,0,0,0,0,0,1,3,0,0,0,0,0,1
2014,7,24,0,11,0,0,0,1,1,1,0,0,1,0,9,4,34,0,0,37,0,-99,0,0,10,0,13,0,2,0,0,0,0,0,0,4,0,1,1,0,1,1
2012,7,23,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,16,0,0,0,0,0,0,0,4,0,0,0,0,0,17
