iyear,imonth,iday,extended,region,provstate,city,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,targtype1,targsubtype1,corp1,target1,natlty1,guncertain1,nperps,nperpcap,claimed,claimmode,compclaim,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,ishostkid,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,gname
2013,3,27,0,8,0,0,0,1,1,1,0,0,1,0,3,14,77,0,0,78,0,-99,0,1,5,0,6,17,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2014,3,3,0,10,0,0,0,1,1,1,0,1,0,0,3,3,25,0,0,18,0,4,4,1,8,0,6,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2014,7,4,0,10,0,0,1,1,1,1,0,0,1,0,2,3,23,0,0,173,0,6,1,0,10,0,6,11,6,0,3,1,0,1,1,3,0,0,1,0,1,12
2013,1,21,0,6,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,92,0,-99,0,1,4,0,6,15,0,0,0,1,0,0,1,3,0,-9,-9,0,-9,32
2013,7,29,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,3,0,0,0,0,0,0,4,0,-9,-9,0,-9,99
2011,12,22,0,10,0,0,0,1,1,1,0,0,1,0,3,14,67,0,0,95,0,-99,0,1,10,0,6,15,18,0,0,44,0,0,1,4,0,0,0,0,0,17
2014,11,3,0,6,0,0,1,1,1,1,0,0,1,0,2,17,94,0,0,92,0,-99,0,0,10,0,5,5,7,0,0,0,0,0,1,3,0,-9,-9,0,-9,11
2013,9,28,0,10,0,0,0,1,1,0,1,0,1,0,1,4,34,0,0,228,1,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,1,0,1,12
2012,6,4,0,6,0,0,0,1,1,1,0,0,1,0,2,2,14,0,0,19,0,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2013,4,2,0,11,0,0,0,1,1,1,0,0,1,0,2,3,26,0,0,147,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,1
2012,9,9,0,6,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,4,0,-99,0,1,8,0,6,15,0,0,0,8,0,0,-9,4,0,0,0,0,0,5
2012,11,18,0,10,0,0,0,1,1,1,0,1,1,0,3,14,76,0,0,97,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,1,3,0,1,0,0,1,84
2014,7,5,0,10,0,0,0,1,1,0,1,0,1,0,1,4,34,0,0,95,0,1,0,1,7,0,5,4,1,0,0,0,0,0,0,4,0,-9,-9,0,-9,99
2014,4,16,0,11,0,0,0,1,1,1,0,0,1,0,6,15,85,0,0,41,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,0,0,0,0,101
2013,12,8,0,11,0,0,0,1,1,0,1,0,1,0,2,4,27,0,0,422,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,-9,4,0,0,1,1,1,4
2011,12,15,0,5,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,205,1,-99,0,0,10,0,6,7,0,0,0,0,0,0,1,4,0,-9,-9,0,-9,0
2014,1,25,1,6,0,0,0,1,1,1,0,0,1,0,6,2,18,0,0,92,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,-9,-9,0,-9,52
2011,10,14,0,6,0,0,0,1,1,1,0,0,0,0,1,2,18,0,0,153,0,-99,0,1,10,0,6,17,0,0,0,0,0,0,0,4,0,0,0,0,0,39
2013,8,9,0,6,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,92,0,6,0,0,10,0,5,2,1,0,0,0,0,0,0,4,0,-9,-9,0,-9,35
2013,1,11,0,10,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,60,1,-99,0,0,10,0,5,5,0,0,0,7,0,0,1,3,0,-9,-9,0,-9,86
2013,5,28,0,8,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,233,0,1,1,0,10,0,6,17,0,0,0,0,0,0,0,4,0,0,0,1,1,65
2013,9,3,0,10,0,0,0,1,1,1,0,1,1,0,3,1,2,0,0,95,0,-99,0,1,7,0,6,15,6,0,0,14,0,0,1,3,0,-9,-9,0,-9,99
2011,6,18,1,11,0,0,0,1,1,1,0,0,1,0,6,14,67,0,0,182,1,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4
2014,9,18,0,10,0,0,0,1,1,1,0,0,1,0,3,14,75,0,0,228,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,1,3,0,0,0,0,0,98
2012,10,22,0,10,0,0,0,1,1,1,0,0,1,0,7,8,49,0,0,209,0,-99,0,0,10,0,8,20,0,0,0,0,0,0,1,3,0,0,0,0,0,28
2014,1,11,0,6,0,0,0,1,1,1,0,0,1,0,2,3,25,0,0,4,0,1,0,1,8,0,5,3,1,0,0,0,0,0,0,4,0,0,0,0,0,5
2012,1,19,0,6,0,0,0,1,1,1,0,0,1,1,3,3,24,0,0,153,0,3,2,0,10,0,6,13,1,0,1,4,0,0,0,4,0,0,1,0,1,0
2014,4,8,0,6,0,0,0,1,1,1,0,0,1,0,3,19,100,0,0,153,0,-99,0,1,10,0,6,12,17,0,0,35,0,0,1,4,0,0,0,0,0,55
2012,9,24,1,6,0,0,0,1,1,1,0,0,1,0,6,14,67,0,0,4,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5
2013,8,15,0,10,0,0,0,1,1,1,0,1,1,0,3,21,106,0,0,95,0,-99,0,0,10,0,6,29,4,0,0,8,0,0,1,3,0,-9,-9,0,-9,99
2011,9,20,0,6,0,0,1,1,1,1,0,0,1,0,6,14,68,0,0,92,1,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,0,0,0,0,6
2014,3,2,0,11,0,0,0,1,1,1,0,1,1,0,2,14,75,0,0,195,0,-99,0,0,10,0,5,5,16,0,0,0,0,0,1,3,0,0,0,0,0,109
2014,8,25,1,9,0,0,0,1,1,1,1,0,1,0,6,10,55,0,0,214,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,1,3,1,-9,-9,0,-9,112
2013,10,23,0,6,0,0,0,1,1,1,0,0,0,0,1,22,109,0,0,141,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,97
2014,4,15,1,11,0,0,0,1,1,1,0,1,1,0,6,14,75,0,0,195,0,54,0,0,10,0,13,0,0,0,0,0,0,0,1,3,1,0,0,0,0,109
2013,12,21,0,5,0,0,0,1,1,0,1,1,1,0,2,4,34,0,0,160,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,0,0,0,0,3
2012,8,21,0,11,0,0,0,1,1,1,0,1,1,0,2,15,86,0,0,147,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,1
2014,11,16,0,10,0,0,0,1,1,1,0,1,1,0,3,14,76,0,0,95,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2014,4,21,0,6,0,0,1,1,1,1,0,1,1,0,1,2,15,0,0,92,0,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,1,1,0,1,37
2013,10,7,0,5,0,0,0,1,1,0,1,0,1,0,2,4,29,0,0,160,0,-99,0,0,10,0,5,5,0,0,0,1,0,0,0,4,0,0,0,0,0,3
2014,12,21,0,8,0,0,0,1,1,1,1,0,1,0,2,14,67,0,0,69,0,1,1,1,8,0,10,0,0,0,0,11,0,0,1,3,0,-9,-9,0,-9,8
2014,10,8,0,11,0,0,0,1,1,1,0,0,1,0,9,14,75,0,0,229,0,-99,0,0,10,0,13,0,9,0,0,4,0,0,-9,4,0,0,1,0,1,90
2013,12,8,0,10,0,0,0,1,1,1,0,0,1,0,2,2,18,0,0,228,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,1,0,1,12
2013,3,9,0,6,0,0,0,1,1,0,1,0,1,0,2,4,37,0,0,422,0,-99,0,1,10,0,5,5,0,0,0,0,0,0,-9,4,0,0,1,1,1,5
2013,12,31,0,11,0,0,0,1,1,1,0,0,1,0,3,2,15,0,0,182,1,-99,0,0,10,0,6,7,0,0,0,1,0,0,1,3,0,0,0,0,0,4
2014,9,21,0,10,0,0,0,1,1,1,0,1,1,0,7,14,76,0,0,95,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2012,5,26,1,6,0,0,0,1,1,1,0,0,1,0,6,3,24,0,0,4,0,-99,0,1,10,0,5,5,0,0,0,0,0,0,1,3,1,0,0,0,0,5
2012,10,21,0,6,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,4,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,5
2013,8,10,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,3,0,0,16,0,0,0,4,0,-9,-9,0,-9,99
2014,4,28,0,9,0,0,0,1,1,0,1,0,1,0,2,4,39,0,0,214,0,-99,0,0,10,0,5,5,0,0,0,2,0,0,0,4,0,-9,-9,0,-9,112
2014,3,23,0,11,0,0,0,1,1,1,0,1,1,0,2,14,75,0,0,147,0,200,0,0,10,0,5,5,13,0,0,10,0,0,1,3,0,-9,-9,0,-9,81
2014,10,21,0,11,0,0,0,1,1,1,0,0,1,0,2,14,75,0,0,147,0,-99,0,0,10,0,5,5,4,0,0,0,0,0,1,4,0,0,0,0,0,1
2012,3,3,0,11,0,0,0,1,1,1,0,0,1,0,2,14,67,0,0,147,1,-99,0,0,10,0,5,5,2,0,0,0,0,0,0,4,0,0,0,0,0,1
2014,6,23,0,11,0,0,0,1,1,0,1,0,1,0,2,4,29,0,0,422,0,-99,0,1,8,0,6,11,0,0,0,0,0,0,-9,4,0,0,1,1,1,4
2012,6,5,0,11,0,0,0,1,1,0,1,1,1,0,3,4,34,0,0,147,1,-99,0,0,10,0,6,16,2,0,2,0,0,0,1,3,0,0,0,0,0,1
2012,3,30,0,5,0,0,0,1,1,1,0,0,1,0,7,1,12,0,0,44,0,-99,0,1,8,0,8,20,0,0,0,0,0,0,1,3,0,0,1,1,1,3
2012,9,27,0,6,0,0,0,1,1,1,0,0,1,0,3,14,77,0,0,153,0,-99,0,1,10,0,6,16,2,0,0,7,0,0,0,4,0,0,0,0,0,2
2014,8,20,0,6,0,0,0,1,1,1,0,0,1,0,6,14,68,0,0,92,0,-99,0,1,5,0,9,23,1,0,0,0,0,0,0,4,1,0,0,0,0,6
2014,12,5,0,5,0,0,0,1,1,0,1,0,1,0,3,4,34,0,0,160,0,-99,0,0,10,0,6,8,0,0,0,1,0,0,1,3,0,0,0,0,0,3
2012,5,11,0,11,0,0,0,1,1,1,0,0,1,0,2,15,85,0,0,147,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,1,3,0,0,0,0,0,1
2011,2,5,0,6,0,0,1,1,1,1,0,0,1,0,7,1,12,0,0,92,1,30,0,0,10,0,8,20,0,0,0,0,0,0,1,3,0,0,0,0,0,6
2012,9,29,0,5,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,205,1,-99,0,0,10,0,6,11,1,0,0,23,0,0,0,4,0,0,0,0,0,0
2014,6,17,0,10,0,0,0,1,0,1,1,0,1,1,3,17,93,0,0,200,0,1,0,0,10,0,6,13,3,0,1,1,0,0,-9,4,0,-9,-9,0,-9,99
2014,12,15,0,11,0,0,0,1,1,0,1,0,0,0,6,4,34,0,0,123,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2012,5,12,0,8,0,0,0,1,1,1,0,0,1,0,7,1,0,0,0,98,1,-99,0,0,10,0,8,20,0,0,0,0,0,0,1,3,0,0,0,0,0,38
2013,1,9,0,11,0,0,0,1,1,1,0,0,1,0,2,7,47,0,0,422,1,10,0,0,10,0,6,7,0,0,0,0,0,0,1,3,0,1,1,1,1,4
2013,1,30,0,8,0,0,0,1,1,1,0,0,0,0,3,3,23,0,0,233,0,-99,0,0,10,0,6,17,0,0,0,0,0,0,0,4,0,0,0,1,1,65
2014,3,3,0,6,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,92,0,-99,0,1,2,0,5,2,2,0,0,0,0,0,1,3,0,1,1,0,1,37
2011,9,12,0,11,0,0,0,1,1,1,0,0,0,0,1,4,34,0,0,182,1,-99,0,0,10,0,6,17,2,0,0,0,0,0,1,3,0,0,0,0,0,4
2013,7,15,0,11,0,0,0,1,1,0,1,1,1,0,3,4,34,0,0,422,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,0,4,0,0,1,1,1,4
2014,3,27,0,10,0,0,0,1,1,1,0,0,1,0,3,14,67,0,0,95,1,-99,0,0,10,0,6,15,1,0,0,8,0,0,0,4,0,-9,-9,0,-9,99
2014,11,15,0,6,0,0,0,1,1,0,1,0,1,0,3,4,27,0,0,153,0,-99,0,1,8,0,6,7,4,0,0,4,0,0,0,4,-9,0,0,0,0,0
2014,3,26,0,10,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,228,1,-99,0,0,10,0,6,15,0,0,0,1,0,0,1,3,0,0,1,0,1,12
2014,2,7,0,10,0,0,0,1,1,1,0,1,1,0,3,3,24,0,0,60,0,-99,0,1,7,0,6,17,0,0,0,3,0,0,1,3,0,0,0,0,0,104
2011,11,28,0,11,0,0,0,1,1,1,0,1,1,0,7,7,47,0,0,422,0,-99,0,-9,10,0,5,5,0,0,0,0,0,0,1,3,0,0,1,1,1,4
2014,5,31,0,11,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,104,0,3,0,0,10,0,6,7,2,0,2,0,0,0,0,4,0,1,1,0,1,4
2014,7,6,0,11,0,0,0,1,1,0,1,0,1,0,2,4,34,0,0,182,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,4
2014,2,11,0,6,0,0,0,1,1,1,0,0,1,0,3,1,11,0,0,153,1,2,2,1,8,0,6,7,13,0,0,25,0,0,1,3,0,0,0,0,0,2
2014,9,7,0,10,0,0,0,1,1,0,1,0,1,0,2,4,36,0,0,95,0,-99,0,1,7,0,5,5,2,0,0,5,0,0,0,4,0,-9,-9,0,-9,75
2011,8,0,1,11,0,0,0,1,1,1,0,1,1,0,6,14,67,0,0,182,0,-99,0,1,8,0,13,0,1,0,0,0,0,0,0,4,1,0,0,0,0,4
2014,11,16,0,6,0,0,0,1,1,1,0,0,1,0,3,1,12,0,0,153,0,-99,0,1,2,0,6,12,0,0,0,0,0,0,1,3,0,0,0,0,0,14
2013,3,19,0,10,0,0,0,1,1,1,0,1,1,0,3,2,21,0,0,209,0,-99,0,1,10,0,6,17,0,0,0,1,0,0,-9,4,0,0,0,0,0,80
2014,10,14,0,5,0,0,0,1,1,0,1,1,1,0,2,4,27,0,0,160,0,-99,0,0,10,0,5,5,1,0,1,0,0,0,0,4,0,0,0,0,0,85
2013,11,25,0,10,0,0,0,1,1,1,0,1,1,1,3,1,2,0,0,95,1,-99,0,0,10,0,6,13,9,0,1,19,0,0,1,3,0,-9,-9,0,-9,99
2012,8,1,0,6,0,0,0,1,1,1,0,1,1,0,3,14,74,0,0,153,0,-99,55,1,2,0,6,17,0,0,0,2,0,0,-9,4,0,0,0,0,0,55
2011,11,12,0,5,0,0,0,1,1,1,0,0,1,0,2,1,5,0,0,160,0,-99,0,0,10,0,5,5,1,0,0,1,0,0,0,4,0,-9,-9,0,-9,53
2012,10,8,0,11,0,0,0,1,1,0,1,1,1,0,3,4,27,0,0,195,0,-99,0,1,2,0,6,11,0,0,0,4,0,0,1,3,0,-9,-9,0,-9,67
2013,9,4,0,10,0,0,0,1,1,0,1,0,1,1,3,4,36,0,0,200,0,1,0,0,10,0,6,15,9,0,1,0,0,0,-9,4,0,0,0,0,0,62
2013,1,8,0,10,0,0,0,1,1,0,1,0,1,0,3,4,36,0,0,228,1,-99,0,0,10,0,6,15,0,0,0,0,0,0,0,4,0,0,1,0,1,12
2012,3,22,0,11,0,0,0,1,1,1,0,0,1,0,2,14,67,0,0,147,0,-99,0,0,10,0,5,5,2,0,0,0,0,0,0,4,0,0,0,0,0,1
2014,7,29,0,10,0,0,0,1,1,1,0,0,1,0,6,2,15,0,0,113,0,-99,0,1,7,0,5,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0
2014,7,30,0,10,0,0,0,1,1,0,1,0,1,0,3,4,27,0,0,200,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,1,4,0,0,0,0,0,56
2014,7,6,1,11,0,0,0,1,1,1,0,0,1,0,6,12,62,0,0,422,0,-99,0,1,10,0,5,5,0,0,0,0,0,0,0,4,1,0,1,1,1,109
2013,3,4,0,6,0,0,0,1,1,1,0,0,1,0,7,19,100,0,0,19,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,93
2014,9,23,1,11,0,0,0,1,1,1,0,0,1,0,6,15,85,0,0,182,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4
2012,7,8,0,6,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,4,0,-99,0,0,10,0,6,16,10,0,0,1,0,0,1,3,0,0,0,0,0,5
2014,9,17,0,10,0,0,0,1,1,1,0,1,1,0,7,8,49,0,0,209,0,-99,0,0,10,0,8,20,0,0,0,0,0,0,1,3,0,0,0,0,0,28
2014,5,3,1,6,0,0,0,1,1,1,0,0,1,0,1,2,20,0,0,4,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,1,0,0,0,0,5
2014,8,28,0,6,0,0,1,1,1,0,1,0,1,0,2,4,34,0,0,153,0,-99,0,1,2,0,5,5,0,0,0,3,0,0,1,4,0,-9,-9,0,-9,25
2014,5,19,0,10,0,0,0,1,1,0,1,0,1,0,2,4,34,0,0,95,0,-99,0,1,7,0,5,5,1,0,0,0,0,0,-9,4,0,-9,-9,0,-9,99
2014,7,13,0,10,0,0,0,1,1,1,0,0,1,0,6,14,77,0,0,200,0,-99,0,1,8,0,5,5,4,0,0,0,0,0,0,4,1,-9,-9,1,1,99
2012,5,2,0,6,0,0,0,1,1,1,0,1,1,0,3,1,3,0,0,153,0,-99,0,1,5,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,27
2014,11,9,0,11,0,0,0,1,1,1,0,1,1,0,9,14,75,0,0,37,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,-9,4,0,1,1,0,1,1
2014,8,25,0,10,0,0,0,1,1,1,0,1,1,0,3,2,21,0,0,95,0,-99,0,1,7,0,6,16,6,0,0,15,0,0,-9,4,0,-9,-9,0,-9,99
2014,3,8,0,6,0,0,0,1,1,1,0,0,1,0,3,21,106,0,0,153,0,-99,0,1,2,0,6,16,0,0,0,0,0,0,1,4,0,0,0,0,0,14
2014,8,17,0,6,0,0,0,1,1,0,1,0,1,0,3,4,36,0,0,153,0,-99,0,1,2,0,6,11,1,0,0,1,0,0,0,4,0,-9,-9,0,-9,25
2014,7,21,0,9,0,0,0,1,1,1,0,0,1,0,3,9,52,0,0,214,0,-99,0,0,10,0,6,8,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,112
2011,11,21,0,10,0,0,0,1,1,1,0,0,1,0,3,14,67,0,0,228,1,-99,0,0,10,0,6,16,2,0,0,0,0,0,-9,4,0,0,1,0,1,12
2013,6,19,0,6,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,4,0,-99,0,1,8,0,5,5,6,0,4,4,0,4,-9,4,0,0,0,0,0,5
2014,5,18,0,11,0,0,0,1,1,1,0,0,1,0,3,1,1,0,0,147,0,-99,0,1,8,0,6,16,7,0,0,0,0,0,1,4,0,0,0,0,0,68
2013,1,2,0,11,0,0,0,1,1,0,1,0,1,0,2,4,27,0,0,147,1,-99,0,0,10,0,5,2,7,0,5,0,0,0,1,4,0,0,0,0,0,1
2014,11,18,1,10,0,0,0,1,1,1,0,0,1,0,6,14,83,0,0,228,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,0,0,0,0,98
2012,1,21,0,6,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,92,0,4,0,0,10,0,5,5,0,0,0,1,0,0,-9,4,0,-9,-9,0,-9,35
2014,12,8,0,10,0,0,0,1,1,1,0,0,1,0,3,4,29,0,0,228,0,-99,0,0,10,0,6,16,0,0,0,2,0,0,-9,4,0,0,0,0,0,26
2014,5,11,0,5,0,0,0,1,1,1,0,1,1,0,3,21,107,0,0,205,1,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,57
2014,12,23,0,10,0,0,0,1,1,1,0,0,1,0,3,20,0,0,0,228,0,-99,0,0,10,0,6,16,1,0,0,1,0,0,1,3,0,0,1,0,1,12
2013,2,6,0,6,0,0,0,1,1,1,0,0,1,0,2,1,1,0,0,4,0,-99,0,0,10,0,5,5,1,0,0,1,0,0,-9,4,0,0,0,0,0,5
2012,1,16,0,11,0,0,0,1,1,1,0,0,1,0,2,14,67,0,0,147,0,-99,0,0,10,0,5,5,2,0,0,0,0,0,1,3,0,0,0,0,0,1
2014,11,8,0,6,0,0,0,1,1,0,1,0,1,0,9,4,27,0,0,153,0,50,0,0,10,0,13,0,17,0,17,0,0,0,-9,4,0,0,0,0,0,33
2013,5,27,0,10,0,0,0,1,1,1,0,1,1,0,3,1,11,0,0,95,1,-99,0,0,10,0,6,15,0,0,0,7,0,0,1,3,0,-9,-9,0,-9,99
2014,6,8,0,10,0,0,0,1,1,1,0,0,0,0,9,14,73,0,0,209,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28
2011,1,16,0,6,0,0,1,1,1,1,0,0,1,0,7,2,15,0,0,92,1,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,6
2013,9,6,0,6,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,4,0,-99,0,0,10,0,6,8,0,0,0,1,0,0,1,3,0,0,0,0,0,5
2013,11,20,0,10,0,0,0,1,1,1,0,0,0,1,3,1,6,0,0,200,0,2,0,0,10,0,6,13,2,0,2,1,0,0,1,3,0,0,0,0,0,99
2012,6,13,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,1,0,0,12,0,0,0,4,0,0,0,0,0,17
2013,5,23,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,153,0,-99,0,1,8,0,6,15,12,0,0,17,0,0,1,3,0,0,0,0,0,2
2014,12,9,0,11,0,0,0,1,1,1,0,1,1,0,6,3,25,0,0,182,0,-99,0,0,10,0,9,23,1,0,0,0,0,0,0,4,1,0,0,0,0,4
2014,10,27,0,10,0,0,0,1,1,1,0,0,1,0,3,14,74,0,0,95,0,-99,0,1,7,0,6,16,3,0,0,10,0,0,-9,4,0,-9,-9,0,-9,99
2014,4,14,0,9,0,0,0,1,1,1,0,0,1,0,7,2,21,0,0,214,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,-9,4,0,-9,-9,0,-9,112
2013,8,26,0,6,0,0,0,1,1,0,1,0,1,1,3,4,27,0,0,4,0,16,0,1,7,0,6,15,7,0,5,13,0,10,1,3,0,0,0,0,0,5
2012,1,20,0,11,0,0,0,1,1,1,0,1,1,0,2,3,22,0,0,147,0,50,0,0,10,0,5,5,16,0,0,4,0,0,1,3,0,0,0,0,0,1
2012,8,1,0,10,0,0,0,1,1,1,0,0,1,0,2,3,22,0,0,228,0,2,0,0,10,0,6,7,4,0,0,1,0,0,0,4,0,0,1,0,1,12
2013,12,18,0,10,0,0,0,1,1,0,1,0,1,0,3,4,34,0,0,94,0,-99,0,1,7,0,6,8,3,0,0,0,0,0,1,3,0,0,1,0,1,0
2014,10,24,0,10,0,0,0,1,1,1,0,0,1,0,3,21,108,0,0,228,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,4,0,-9,-9,0,-9,64
2014,10,1,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,4,0,-99,0,1,10,0,6,16,0,0,0,4,0,0,1,3,0,0,0,0,0,5
2013,6,23,0,6,0,0,1,1,1,1,0,0,0,0,3,3,23,0,0,92,0,-99,0,0,10,0,6,17,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,52
2014,3,16,0,8,0,0,0,1,1,1,0,1,1,0,7,16,90,0,0,69,0,-99,0,1,5,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2014,9,25,0,10,0,0,0,1,1,1,0,0,1,0,3,2,18,0,0,95,0,-99,0,1,7,0,6,15,3,0,0,14,0,0,-9,4,0,-9,-9,0,-9,99
2012,1,21,0,11,0,0,1,1,1,1,0,0,1,0,2,7,47,0,0,422,1,-99,0,0,10,0,5,5,1,0,0,3,0,0,0,4,0,-9,-9,1,1,0
2012,6,8,0,6,0,0,0,1,1,1,0,0,1,0,6,14,68,0,0,92,0,7,0,1,5,0,9,23,1,0,0,0,0,0,0,4,1,-9,-9,0,-9,52
2012,9,9,0,10,0,0,0,1,1,1,0,1,1,0,3,3,22,0,0,95,0,-99,0,1,7,0,6,16,2,0,0,20,0,0,0,4,0,0,0,0,0,17
2014,4,28,0,9,0,0,0,1,1,1,0,0,0,0,1,2,15,0,0,214,1,-99,0,0,10,0,5,5,0,0,0,1,0,0,0,4,0,0,0,0,0,108
2014,11,19,0,6,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,92,0,-99,0,0,10,0,6,17,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,35
2014,3,14,0,6,0,0,0,1,1,1,0,0,1,0,3,4,39,0,0,153,0,-99,0,1,2,1,6,17,10,0,0,31,0,0,1,3,0,0,0,0,0,2
2014,3,1,0,6,0,0,0,1,1,1,0,1,1,0,3,4,29,0,0,153,0,-99,0,0,10,0,6,12,6,0,0,5,0,0,1,4,0,-9,-9,0,-9,33
2012,5,18,0,6,0,0,0,1,1,0,1,0,1,0,3,4,37,0,0,422,0,-99,0,0,10,0,6,11,5,5,0,4,4,0,1,3,0,0,1,1,1,5
2012,9,21,0,10,0,0,0,1,1,0,1,0,1,1,3,4,34,0,0,97,0,3,0,1,7,0,6,13,4,0,3,1,0,0,-9,4,0,-9,-9,0,-9,86
2013,6,28,0,5,0,0,0,1,1,1,0,0,1,0,2,2,15,0,0,205,0,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,-9,-9,0,-9,57
2014,1,1,0,11,0,0,0,1,1,1,0,0,1,0,2,14,73,0,0,137,0,-99,0,0,10,0,5,5,0,0,0,2,0,0,1,3,0,0,0,0,0,71
2014,3,2,0,6,0,0,0,1,1,1,0,0,1,0,2,1,12,0,0,153,0,-99,0,1,2,0,6,11,0,0,0,4,0,0,1,3,0,0,0,0,0,14
2014,2,6,1,10,0,0,0,1,1,1,0,0,1,1,3,3,26,0,0,200,0,-99,0,1,7,0,6,15,46,0,21,0,0,0,1,3,0,0,0,0,0,105
2013,5,10,0,5,0,0,0,1,1,1,0,0,1,0,9,3,25,0,0,160,0,-99,0,0,10,0,13,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3
2011,4,8,0,6,0,0,1,1,1,1,0,0,1,0,7,1,12,0,0,92,1,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,6
2013,8,10,0,10,0,0,0,1,1,1,0,1,1,0,3,1,2,0,0,95,0,-99,0,1,7,0,6,15,5,0,0,0,0,0,0,4,0,-9,-9,0,-9,99
2014,6,15,0,11,0,0,0,1,1,0,1,0,1,0,3,4,35,0,0,182,1,-99,-99,0,10,0,6,16,0,0,0,2,0,0,1,3,0,0,0,0,0,4
