iyear,imonth,iday,extended,region,provstate,city,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,targtype1,targsubtype1,corp1,target1,natlty1,guncertain1,nperps,nperpcap,claimed,claimmode,compclaim,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,ishostkid,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,gname
2013,3,19,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,10,0,6,15,0,0,0,0,0,0,0,4,0,0,0,0,0,17
2014,2,11,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,4,0,-99,0,1,7,0,6,16,3,0,0,1,0,0,1,3,0,0,0,0,0,5
2013,5,30,0,6,0,0,0,1,1,1,0,1,1,0,2,3,24,0,0,4,0,-99,0,1,2,0,5,5,3,0,2,1,0,1,-9,4,0,0,0,0,0,5
2013,7,20,0,10,0,0,0,1,1,1,0,0,1,0,3,14,67,0,0,95,1,-99,0,0,10,0,6,16,0,0,0,1,0,0,0,4,0,-9,-9,0,-9,99
2014,12,6,0,10,0,0,0,1,1,0,1,0,1,0,9,4,34,0,0,228,0,-99,0,0,10,0,13,0,2,0,0,5,0,0,-9,4,0,0,1,0,1,12
2014,6,14,1,10,0,0,0,1,1,1,0,0,1,0,6,1,6,0,0,60,0,-99,0,0,10,0,5,5,0,0,0,1,0,0,1,3,1,-9,-9,0,-9,60
2012,11,28,0,11,0,0,0,1,1,1,0,1,1,0,3,3,22,0,0,147,1,-99,0,0,10,0,6,16,5,0,0,0,0,0,0,4,0,0,0,0,0,1
2014,5,9,0,10,0,0,0,1,1,0,1,0,1,1,3,4,27,0,0,228,0,1,0,0,10,0,6,15,1,0,1,0,0,0,0,4,0,0,1,0,1,12
2012,3,3,1,6,0,0,0,1,1,1,0,0,1,0,6,14,77,0,0,92,1,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,-9,-9,0,-9,35
2013,12,4,1,6,0,0,0,1,1,1,0,0,1,0,6,14,68,0,0,92,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,-9,-9,0,-9,52
2012,5,14,0,6,0,0,0,1,1,1,0,1,1,0,2,17,94,0,0,153,0,-99,0,1,8,0,6,11,0,0,0,4,0,0,-9,4,0,0,0,0,0,2
2013,7,18,0,6,0,0,0,1,1,1,0,0,1,0,3,3,22,0,0,92,0,24,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,52
2013,5,29,0,6,0,0,0,1,1,1,0,0,1,0,3,4,35,0,0,4,1,-99,0,0,10,0,6,16,0,0,0,3,0,0,-9,4,0,0,0,0,0,5
2014,12,11,0,10,0,0,0,1,1,1,0,0,1,0,3,14,74,0,0,95,0,-99,0,1,7,0,6,16,2,0,0,8,0,0,-9,4,0,-9,-9,0,-9,99
2011,11,11,0,6,0,0,0,1,1,1,0,0,1,0,3,1,7,0,0,153,1,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,4,0,1,1,0,1,5
2014,5,18,0,9,0,0,1,1,1,0,1,1,1,0,9,4,36,0,0,214,0,-99,0,0,10,0,13,0,0,0,0,1,0,0,0,4,0,-9,-9,0,-9,112
2013,11,13,0,6,0,0,0,1,1,1,0,1,1,0,7,3,25,0,0,4,1,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,5
2013,3,29,0,6,0,0,1,1,1,1,0,0,1,0,2,3,25,0,0,4,0,-99,0,1,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,5
2014,12,8,0,11,0,0,0,1,1,1,0,0,1,0,2,14,67,0,0,229,0,-99,0,0,10,0,5,5,13,0,0,7,0,0,0,4,0,0,1,0,1,90
2013,12,5,0,5,0,0,0,1,1,1,0,0,1,0,6,3,22,0,0,160,0,40,0,1,8,0,5,5,1,0,0,0,0,0,1,3,1,-9,-9,0,-9,41
2011,11,27,0,10,0,0,0,1,1,1,0,0,1,0,2,1,2,0,0,95,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,-9,4,0,-9,-9,0,-9,53
2014,7,7,0,9,0,0,0,1,1,0,1,0,1,0,9,4,36,0,0,214,0,15,0,0,10,0,13,0,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,112
2013,5,27,0,10,0,0,0,1,1,1,0,0,1,0,3,14,74,0,0,95,1,-99,0,0,10,0,6,15,3,0,0,10,0,0,1,3,0,-9,-9,0,-9,99
2013,10,6,0,6,0,0,1,1,1,0,1,0,1,0,3,4,29,0,0,153,0,-99,0,1,2,0,6,12,1,0,0,8,0,0,1,3,0,0,0,0,0,95
2014,1,22,0,11,0,0,0,1,1,1,0,0,1,0,3,17,94,0,0,182,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,-9,4,0,0,0,0,0,4
2014,4,13,0,1,0,0,0,1,1,1,0,1,1,0,2,15,87,0,0,217,0,1,1,0,10,0,5,3,2,2,0,0,0,0,0,4,0,-9,-9,0,-9,8
2012,10,27,0,11,0,0,0,1,1,0,1,0,1,0,2,4,34,0,0,422,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,0,1,1,1,4
2014,8,24,1,6,0,0,0,1,1,1,0,0,1,0,6,7,47,0,0,75,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,1,1,1,5
2014,8,1,0,10,0,0,0,1,1,0,1,0,1,0,2,4,27,0,0,95,0,-99,0,0,10,0,6,11,114,0,100,0,0,0,1,3,0,-9,-9,0,-9,99
2014,6,14,0,6,0,0,0,1,1,1,0,0,1,0,3,2,18,0,0,4,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,-9,4,0,0,0,0,0,5
2014,7,21,0,5,0,0,0,1,1,1,0,1,1,0,2,4,27,0,0,160,0,-99,0,1,8,0,5,5,9,0,8,1,0,0,-9,4,0,0,0,0,0,85
2013,9,23,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,153,0,-99,0,1,2,0,6,12,5,0,0,5,0,0,1,3,0,0,0,0,0,2
2014,9,20,0,10,0,0,0,1,1,1,0,1,1,0,1,14,84,0,0,228,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,1,0,1,0,1,12
2012,10,31,0,6,0,0,0,1,1,1,0,0,1,0,2,3,24,0,0,4,0,1,0,0,10,0,5,5,7,0,0,0,0,0,0,4,0,0,0,0,0,5
2011,11,6,0,6,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,4,1,-99,0,0,10,0,6,16,3,0,0,2,0,0,1,3,0,0,0,0,0,5
2013,9,13,0,6,0,0,0,1,1,0,1,0,1,0,9,4,37,0,0,422,0,-99,0,0,10,0,13,0,0,0,0,3,0,0,-9,4,0,0,1,1,1,5
2014,5,14,1,10,0,0,0,1,1,1,0,0,1,0,6,1,12,0,0,209,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,28
2012,4,25,0,8,0,0,0,1,1,1,0,0,0,0,3,14,77,0,0,233,0,-99,0,1,10,0,6,15,0,0,0,0,0,0,0,4,0,0,0,1,1,40
2014,6,16,1,6,0,0,0,1,1,1,0,0,1,0,6,2,14,0,0,153,1,7,0,0,10,0,5,5,0,0,0,0,0,0,0,4,1,0,0,0,0,2
2013,7,10,0,5,0,0,0,1,1,0,1,1,0,0,9,4,29,0,0,160,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,85
2014,9,24,0,6,0,0,0,1,1,1,0,0,1,0,2,3,24,0,0,4,0,-99,0,1,2,0,5,5,8,0,0,4,0,0,0,4,0,0,0,0,0,5
2012,10,26,0,11,0,0,0,1,1,1,0,0,1,0,2,2,18,0,0,147,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,1,3,0,0,0,0,0,1
2014,7,15,0,5,0,0,0,1,1,1,0,0,1,0,1,14,77,0,0,160,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,-9,4,0,0,0,0,0,3
2014,12,7,0,5,0,0,0,1,1,0,1,0,1,0,3,4,34,0,0,160,0,20,0,0,10,0,6,8,0,0,0,1,0,0,1,3,0,0,0,0,0,3
2012,2,13,0,6,0,0,0,1,1,1,0,0,1,0,2,3,24,0,0,153,0,-99,0,1,8,0,5,2,2,0,0,1,0,0,0,4,0,0,0,0,0,14
2012,9,21,0,11,0,0,0,1,1,1,0,0,1,0,1,10,54,0,0,182,0,-99,0,1,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,4
2014,6,20,0,6,0,0,0,1,1,1,0,0,1,0,1,2,14,0,0,153,0,-99,0,1,2,0,5,2,1,0,0,0,0,0,-9,4,0,-9,-9,0,-9,25
2013,10,11,0,5,0,0,0,1,1,1,0,0,1,0,3,1,8,0,0,138,0,-99,0,0,10,0,6,28,2,0,0,1,0,0,1,3,0,0,0,0,0,0
2014,4,14,0,10,0,0,0,1,1,1,0,0,1,0,3,16,90,0,0,110,0,-99,0,1,7,0,6,11,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,110
2012,3,19,0,8,0,0,0,1,1,1,0,0,1,0,2,8,48,0,0,69,0,1,0,1,8,1,5,3,4,0,0,0,0,0,0,4,0,1,1,0,1,8
2012,11,11,0,5,0,0,0,1,1,0,1,0,0,0,2,4,29,0,0,160,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3
2014,2,27,0,5,0,0,1,1,1,1,0,0,1,0,3,2,15,0,0,160,0,-99,0,1,8,0,6,12,0,0,0,3,0,0,1,3,0,0,0,0,0,3
2014,1,4,0,11,0,0,0,1,1,1,0,0,1,0,2,14,67,0,0,182,1,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,4
2013,6,17,0,11,0,0,0,1,1,1,0,0,1,0,2,14,77,0,0,147,0,5,0,0,10,0,5,5,13,0,0,0,0,0,0,4,0,0,0,0,0,1
2013,5,9,0,5,0,0,0,1,1,0,1,0,1,0,2,4,29,0,0,160,0,-99,0,0,10,0,5,5,2,0,0,6,0,0,-9,4,0,0,0,0,0,3
2013,11,21,0,6,0,0,0,1,1,1,0,0,1,0,3,2,18,0,0,153,0,-99,0,1,8,0,6,8,3,0,0,4,0,0,1,4,0,0,0,0,0,2
2012,10,27,0,11,0,0,0,1,1,1,0,0,1,0,7,8,49,0,0,147,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,1
2012,4,21,0,3,0,0,0,1,1,1,0,1,1,0,3,19,99,0,0,45,0,-99,0,0,10,0,6,16,0,0,0,7,0,0,1,3,0,0,0,0,0,7
2013,9,9,0,10,0,0,0,1,1,0,1,0,1,0,2,4,29,0,0,228,0,-99,0,0,10,0,5,5,0,0,0,2,0,0,0,4,0,0,1,0,1,12
2014,9,20,1,6,0,0,0,1,1,1,0,0,1,0,6,14,68,0,0,14,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,1,0,1,1,1,5
2013,11,18,0,6,0,0,0,1,1,1,0,1,1,0,7,14,73,0,0,19,0,-99,0,1,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,77
2014,12,6,0,5,0,0,0,1,1,1,0,0,1,0,3,2,18,0,0,160,1,1,0,0,10,0,6,11,0,0,0,1,0,0,1,3,0,0,0,0,0,85
2014,8,19,0,10,0,0,0,1,1,1,0,0,1,0,3,14,75,0,0,113,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,-9,4,0,0,0,0,0,0
2011,2,7,0,6,0,0,1,1,1,1,0,1,1,0,3,19,100,0,0,92,1,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,0,0,0,0,6
2014,12,13,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,153,0,-99,0,1,2,0,6,16,0,0,0,0,0,0,1,3,0,0,0,0,0,55
2011,11,7,0,11,0,0,1,1,1,1,0,0,0,0,2,2,18,0,0,104,0,20,0,0,10,0,5,5,0,0,0,0,0,0,0,4,0,1,1,0,1,4
2014,7,12,0,6,0,0,0,1,1,0,1,0,1,1,3,4,37,0,0,422,0,1,0,1,7,0,6,15,1,0,1,3,0,0,1,4,0,0,1,1,1,5
2014,6,26,0,10,0,0,0,1,1,1,0,0,1,0,7,14,75,0,0,95,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,-9,4,0,-9,-9,0,-9,99
2012,5,5,0,5,0,0,0,1,1,1,0,0,1,0,3,19,100,0,0,138,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2014,9,13,0,11,0,0,0,1,1,1,0,0,1,0,9,2,20,0,0,182,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,-9,4,0,0,0,0,0,4
2014,4,24,0,10,0,0,0,1,1,1,0,0,1,0,4,10,53,0,0,228,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,64
2013,9,30,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,95,0,-99,0,1,7,0,6,15,1,0,0,12,0,0,0,4,0,-9,-9,0,-9,99
2014,10,30,0,11,0,0,0,1,1,1,0,0,1,0,3,2,20,0,0,182,1,-99,0,0,10,0,6,29,1,0,0,0,0,0,1,3,0,0,0,0,0,4
2014,5,5,0,11,0,0,0,1,1,1,0,0,1,0,2,14,75,0,0,147,0,-99,0,0,10,0,6,11,315,0,0,0,0,0,1,4,0,0,0,0,0,1
2014,7,19,0,10,0,0,0,1,1,1,0,1,1,0,3,14,74,0,0,95,0,-99,0,1,8,0,6,15,0,0,0,5,0,0,0,4,0,-9,-9,0,-9,99
2013,8,28,0,10,0,0,0,1,1,1,0,1,1,0,3,14,74,0,0,95,0,-99,0,1,7,0,6,15,2,0,0,14,0,0,-9,4,0,-9,-9,0,-9,99
2011,12,5,0,6,0,0,1,1,1,1,0,0,1,0,7,14,73,0,0,92,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,4,0,0,0,0,0,6
2013,10,7,0,3,0,0,0,1,1,1,0,1,1,0,3,21,108,0,0,45,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,4,0,0,0,0,0,7
2014,3,27,0,6,0,0,1,1,1,1,0,1,1,0,2,3,25,0,0,4,0,-99,0,0,10,0,5,2,7,0,6,3,0,3,0,4,0,0,0,0,0,5
2011,2,5,0,6,0,0,1,1,1,1,0,0,1,0,2,14,77,0,0,153,1,-99,0,0,10,0,5,5,4,0,0,0,0,0,0,4,0,0,0,0,0,2
2013,3,26,0,6,0,0,0,1,1,1,0,0,1,1,3,3,22,0,0,4,0,8,0,1,9,0,6,13,13,0,8,8,0,0,1,3,0,0,0,0,0,5
2014,10,16,0,10,0,0,0,1,1,0,1,1,1,0,3,4,34,0,0,95,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2013,3,25,0,5,0,0,0,1,1,1,0,0,1,0,3,3,24,0,0,160,1,30,0,0,10,0,6,8,0,0,0,0,0,0,1,3,0,0,0,0,0,3
2014,4,3,0,6,0,0,0,1,1,1,0,0,1,0,3,20,0,0,0,0,0,-99,0,0,10,0,6,16,2,0,2,0,0,0,0,4,0,0,1,1,1,5
2012,5,11,0,8,0,0,0,1,1,1,0,1,1,0,3,14,76,0,0,0,0,-99,0,1,10,0,6,16,0,0,0,0,0,0,1,4,0,-9,-9,1,1,16
2013,12,26,0,11,0,0,0,1,1,1,0,0,0,0,1,2,18,0,0,182,1,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,0,0,0,0,4
2014,5,11,0,5,0,0,0,1,1,1,0,1,1,0,3,9,52,0,0,205,1,-99,0,0,10,0,6,16,0,0,0,0,0,0,-9,4,0,-9,-9,0,-9,57
2013,4,17,0,6,0,0,1,1,1,0,1,0,1,0,2,4,27,0,0,153,0,-99,0,0,10,0,5,5,8,0,8,1,0,0,0,4,0,0,0,0,0,2
2014,12,22,0,6,0,0,0,1,1,1,0,1,1,0,7,3,22,0,0,92,1,15,0,1,5,0,8,18,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,52
2011,7,2,1,10,0,0,0,1,1,0,1,0,1,0,6,4,29,0,0,228,1,-99,0,0,10,0,13,0,0,0,0,0,0,0,-9,4,1,0,1,0,1,12
2014,7,12,0,10,0,0,0,1,1,1,0,0,1,0,3,14,76,0,0,155,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,0,4,0,0,0,0,0,79
2012,4,22,0,6,0,0,0,1,1,1,0,0,1,0,1,14,84,0,0,92,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,1,-9,-9,0,-9,52
2014,1,4,0,11,0,0,0,1,1,0,1,0,1,0,9,4,36,0,0,182,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
2013,1,4,0,6,0,0,0,1,1,1,0,0,0,0,3,1,1,0,0,92,1,-99,0,0,10,0,6,16,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,32
2014,3,6,0,11,0,0,0,1,1,1,0,1,1,0,2,14,75,0,0,147,1,-99,0,0,10,0,5,5,6,0,0,0,0,0,1,3,0,-9,-9,0,-9,81
2014,9,16,1,11,0,0,0,1,1,1,0,1,1,0,6,14,75,0,0,229,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,1,3,1,0,0,0,0,0
2014,9,26,0,5,0,0,0,1,1,0,1,0,1,0,6,4,35,0,0,138,0,-99,0,0,10,0,5,5,0,0,0,1,0,0,1,4,1,0,0,0,0,0
2014,6,7,1,11,0,0,0,1,1,1,0,0,1,0,6,14,75,0,0,229,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,4,1,0,0,0,0,47
2013,4,12,0,6,0,0,0,1,1,1,0,0,1,0,3,7,45,0,0,19,1,-99,0,0,10,0,6,17,0,0,0,3,0,0,0,4,0,0,0,0,0,93
2014,8,20,0,6,0,0,0,1,1,0,1,0,1,0,3,4,36,0,0,4,0,100,0,0,10,0,6,8,0,0,0,0,0,0,-9,4,0,0,0,0,0,5
2013,9,23,0,6,0,0,0,1,1,1,0,0,1,0,1,2,20,0,0,4,0,-99,0,1,10,0,5,5,1,0,0,0,0,0,1,3,0,0,0,0,0,5
2013,12,11,0,8,0,0,0,1,1,1,0,0,1,0,7,1,4,0,0,233,0,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,1,1,0
2014,10,21,0,11,0,0,0,1,1,0,1,0,1,0,9,4,29,0,0,182,0,-99,0,0,10,0,13,0,7,0,7,0,0,0,-9,4,0,0,0,0,0,4
2013,7,21,0,10,0,0,0,1,1,1,1,0,1,0,3,4,36,0,0,200,0,-99,0,0,10,0,6,11,20,0,0,0,0,0,-9,4,0,0,0,0,0,56
2012,5,8,0,6,0,0,0,1,1,1,0,0,1,0,3,3,25,0,0,4,0,-99,0,0,10,0,6,16,0,0,0,2,0,0,1,3,0,0,0,0,0,5
2012,9,12,0,11,0,0,0,1,1,1,0,0,0,1,1,2,17,0,0,182,0,2,0,1,8,0,6,15,8,0,2,2,0,0,0,4,0,0,0,0,0,4
2011,4,30,0,6,0,0,0,1,1,1,0,0,1,0,6,1,0,0,0,92,0,-99,0,1,5,0,5,5,1,0,0,0,0,0,0,4,1,0,0,0,0,6
2013,1,25,0,6,0,0,0,1,1,0,1,0,1,0,3,4,29,0,0,4,0,-99,0,1,10,0,6,8,0,0,0,3,0,0,1,3,0,0,0,0,0,5
2012,5,6,1,6,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,153,0,-99,0,0,10,0,6,11,14,0,3,9,0,0,1,3,1,0,0,0,0,2
2014,6,14,0,6,0,0,0,1,1,1,0,1,0,0,7,20,0,0,0,0,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,0,4,0,0,1,1,1,5
2014,11,11,0,6,0,0,0,1,1,0,1,0,1,0,3,4,29,0,0,153,0,-99,0,1,2,0,6,12,2,0,0,2,0,0,1,3,0,0,0,0,0,95
2013,2,21,0,11,0,0,0,1,1,0,1,1,1,0,3,4,36,0,0,123,0,-99,0,0,10,0,6,11,0,0,0,0,0,0,0,4,0,0,1,0,1,48
2011,10,31,0,6,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,92,1,12,0,0,10,0,5,5,5,0,0,2,0,0,0,4,0,0,0,0,0,35
2013,1,20,0,3,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,45,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,1,4,0,0,0,0,0,7
2011,10,13,0,8,0,0,1,1,1,1,0,0,0,0,3,19,100,0,0,75,0,-99,0,1,7,0,6,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2014,4,23,1,9,0,0,0,1,1,1,0,0,1,0,6,2,15,0,0,214,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,-9,-9,0,-9,112
2014,9,11,0,5,0,0,0,1,1,1,0,1,1,0,2,2,21,0,0,205,0,10,0,0,10,0,5,2,2,0,0,0,0,0,1,3,0,-9,-9,0,-9,57
2012,8,13,0,6,0,0,0,1,1,1,0,0,1,0,2,14,84,0,0,153,0,-99,0,1,2,0,5,5,1,0,0,2,0,0,0,4,0,0,0,0,0,2
2012,5,29,0,11,0,0,0,1,1,0,1,1,1,0,2,4,27,0,0,182,0,-99,0,0,10,0,5,5,3,0,1,3,0,0,-9,4,0,0,0,0,0,4
2014,5,22,0,9,0,0,1,1,1,0,1,0,1,0,2,4,29,0,0,214,0,-99,0,0,10,0,5,5,1,0,0,2,0,0,1,4,0,-9,-9,0,-9,113
2014,9,11,0,10,0,0,0,1,1,1,0,0,1,0,2,13,64,0,0,113,0,-99,0,0,10,0,5,5,0,0,0,0,0,0,-9,4,0,-9,-9,0,-9,88
2012,5,30,0,11,0,0,0,1,1,1,0,0,1,0,3,1,2,0,0,104,1,-99,0,0,10,0,6,7,1,0,0,3,0,0,1,3,0,1,1,0,1,4
2014,12,1,0,10,0,0,1,1,1,1,0,0,1,0,2,14,67,0,0,97,0,1,1,0,10,0,9,23,0,0,0,2,0,1,0,4,0,0,0,0,0,0
2012,7,10,1,6,0,0,0,1,1,1,0,0,1,0,6,7,47,0,0,422,0,-99,0,0,10,0,8,18,1,0,0,0,0,0,1,3,1,0,1,1,1,5
2011,6,2,0,3,0,0,1,1,1,1,0,0,1,0,4,19,104,0,0,45,1,2,0,0,10,0,6,15,0,0,0,0,0,0,1,3,0,0,0,0,0,7
2014,10,27,1,10,0,0,0,1,1,1,0,1,1,0,6,10,0,0,0,95,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,1,3,1,-9,-9,0,-9,99
2013,2,17,0,10,0,0,0,1,1,1,0,1,1,0,3,14,74,0,0,95,0,-99,0,1,7,0,6,15,3,0,0,10,0,0,1,3,0,0,0,0,0,17
2014,10,8,0,10,0,0,1,1,1,0,1,0,1,0,3,4,35,0,0,95,0,-99,0,1,7,0,6,11,2,0,0,0,0,0,1,4,0,-9,-9,0,-9,99
2011,5,26,0,3,0,0,0,1,1,1,0,0,1,0,2,10,53,0,0,45,1,2,2,0,10,0,5,2,0,0,0,1,0,0,0,4,0,0,0,0,0,7
2014,6,12,0,6,0,0,0,1,1,0,1,0,1,0,3,4,29,0,0,92,0,-99,0,1,2,0,6,8,1,0,0,3,0,0,0,4,0,1,1,0,1,37
2012,8,19,0,10,0,0,0,1,1,1,0,1,1,0,3,14,67,0,0,113,0,-99,0,1,7,0,6,15,2,0,0,3,0,0,-9,4,0,-9,-9,0,-9,0
2011,11,24,0,6,0,0,0,1,1,0,1,0,1,0,9,4,37,0,0,422,0,-99,0,1,10,0,13,0,12,0,0,8,0,0,1,3,0,0,1,1,1,5
2013,11,16,0,5,0,0,1,1,1,1,0,1,1,0,6,14,68,0,0,160,0,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3
2014,3,3,0,6,0,0,0,1,1,1,0,1,1,0,2,1,7,0,0,153,0,2,0,0,10,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2014,2,10,0,6,0,0,0,1,1,1,0,0,0,0,3,3,23,0,0,92,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,0,4,0,-9,-9,0,-9,52
2014,4,12,1,10,0,0,0,1,1,1,0,0,1,0,6,3,25,0,0,228,0,-99,0,0,10,0,5,5,1,0,0,0,0,0,0,4,1,0,1,0,1,12
2012,1,17,0,6,0,0,0,1,1,1,0,0,1,0,2,2,18,0,0,4,0,-99,0,1,8,0,5,5,1,0,0,0,0,0,0,4,0,0,0,0,0,5
2014,1,16,0,5,0,0,0,1,1,1,0,0,1,0,2,2,18,0,0,160,0,4,0,0,10,0,5,2,1,0,0,0,0,0,0,4,0,0,0,0,0,3
2014,12,13,0,10,0,0,0,1,1,1,0,1,1,1,3,3,24,0,0,95,0,1,0,0,10,0,6,15,7,0,1,8,0,0,-9,4,0,-9,-9,0,-9,99
2014,7,12,0,6,0,0,0,1,1,0,1,1,1,0,9,4,27,0,0,153,0,50,0,1,2,0,13,0,0,0,0,0,0,0,-9,4,0,0,0,0,0,2
2014,3,8,0,10,0,0,0,1,1,1,0,1,1,0,3,3,25,0,0,95,0,-99,0,1,7,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2013,11,18,0,11,0,0,1,1,1,0,1,0,1,0,3,4,29,0,0,422,0,-99,0,0,10,0,6,8,4,0,0,0,0,0,1,4,0,0,1,1,1,4
2011,10,7,0,11,0,0,0,1,1,1,0,0,1,0,1,3,25,0,0,182,1,4,0,0,10,0,5,5,1,0,0,1,0,0,0,4,0,0,0,0,0,4
2013,11,17,0,6,0,0,0,1,1,1,0,0,1,0,7,19,99,0,0,141,1,-99,0,0,10,0,8,18,0,0,0,0,0,0,1,3,0,0,0,0,0,97
2014,4,22,0,6,0,0,0,1,1,1,0,0,1,0,3,3,23,0,0,4,0,-99,0,0,10,0,6,15,0,0,0,17,0,0,1,3,0,0,0,0,0,5
2014,3,8,0,10,0,0,0,1,1,0,1,0,1,1,2,4,27,0,0,228,0,-99,0,0,10,0,6,13,6,0,4,1,0,0,-9,4,0,0,1,0,1,12
2014,4,6,1,9,0,0,0,1,1,1,0,0,1,0,5,2,20,0,0,214,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,1,0,0,0,0,108
2014,10,15,0,11,0,0,0,1,1,1,0,1,1,0,9,14,75,0,0,229,0,-99,0,0,10,0,13,0,14,0,0,6,0,0,-9,4,0,0,1,0,1,90
2014,7,21,0,10,0,0,0,1,1,1,0,0,1,0,3,14,69,0,0,95,0,-99,0,0,10,0,6,16,0,0,0,0,0,0,1,3,0,-9,-9,0,-9,99
2013,11,20,0,8,0,0,0,1,1,1,0,0,0,0,3,3,22,0,0,233,0,2,0,1,8,0,6,17,0,0,0,0,0,0,0,4,0,1,1,1,1,91
2014,12,27,0,10,0,0,0,1,1,1,0,0,1,0,3,2,21,0,0,113,0,-99,0,1,7,0,6,15,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2014,4,27,0,1,0,0,0,1,1,1,0,0,1,0,2,14,68,0,0,217,0,1,1,1,8,0,5,5,1,1,0,0,0,0,0,4,0,-9,-9,0,-9,8
2013,6,5,0,11,0,0,0,1,1,1,0,0,1,0,2,14,72,0,0,182,0,-99,0,0,10,0,5,5,5,0,0,0,0,0,0,4,0,0,0,0,0,4
2014,12,24,0,6,0,0,0,1,1,1,0,0,1,0,2,3,23,0,0,92,0,-99,0,0,10,0,5,5,1,0,0,3,0,0,0,4,0,-9,-9,0,-9,52
2011,8,18,1,11,0,0,0,1,1,1,0,0,1,0,6,14,67,0,0,182,1,-99,0,0,10,0,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4
